ID,weidu,jingdu,AADT
035-r606,33.204217,-84.06027,4570
035-r609,33.263163,-84.097212,2990
035-r610,33.25993,-84.095155,2830
037-0003,31.582574,-84.795099,990
037-0005,31.558045,-84.746143,2460
037-0007,31.558402,-84.736741,3950
037-0009,31.559816,-84.731383,2830
037-0012,31.556327,-84.666081,1800
037-0016,31.540803,-84.605677,1080
037-0021,31.527483,-84.577737,960
037-0023,31.499554,-84.521574,1000
037-0027,31.485489,-84.513691,2930
037-0032,31.477866,-84.49922,730
037-0034,31.555822,-84.6046,370
037-0036,31.59813,-84.605013,260
037-0041,31.437381,-84.724636,4830
037-0043,31.446494,-84.718467,1210
037-0045,31.461191,-84.690312,670
037-0047,31.532871,-84.648759,740
037-0049,31.537754,-84.605433,1020
037-0052,31.545838,-84.601513,1340
037-0056,31.586514,-84.582414,1520
037-0058,31.601933,-84.540062,380
037-0063,31.498863,-84.512127,1150
037-0065,31.529073,-84.49003,580
037-0067,31.608445,-84.477283,460
037-0068,31.440061,-84.724265,2170
037-0069,31.441683,-84.716291,2080
037-0072,31.453266,-84.651168,1970
037-0074,31.476683,-84.545249,1750
037-0076,31.485231,-84.517412,1960
037-0078,31.497791,-84.465543,2010
037-0085,31.440995,-84.727596,920
037-0086,31.45176,-84.727124,830
037-0087,31.475674,-84.725867,1010
037-0089,31.519776,-84.732352,790
037-0092,31.552796,-84.738023,1140
037-0094,31.564654,-84.731315,1300
037-0096,31.593244,-84.75156,650
037-0101,31.590387,-84.496051,1320
037-0105,31.473364,-84.778593,150
037-0107,31.44912,-84.740491,550
037-0109,31.444709,-84.730975,550
037-0112,31.519736,-84.808844,610
037-0114,31.541353,-84.771928,520
037-0116,31.579811,-84.615379,200
037-0125,31.461428,-84.597444,550
037-0127,31.51629,-84.595419,140
037-0129,31.5347,-84.5998,360
037-0132,31.454564,-84.77087,170
037-0134,31.540074,-84.709538,180
037-0149,31.438897,-84.723665,1090
037-0151,31.44118,-84.724011,470
037-8007,31.581068,-84.787946,10
037-8012,31.602999,-84.669593,40
037-8013,31.57547,-84.690957,140
037-8014,31.582217,-84.728785,400
037-8015,31.458145,-84.534834,20
037-8016,31.457415,-84.513046,290
037-8017,31.52298,-84.692334,160
037-8019,31.603555,-84.790482,10
037-8021,31.631486,-84.579442,140
037-8022,31.530138,-84.511021,110
037-8023,31.50838,-84.710186,10
039-0101,30.763385,-81.687214,3220
039-0103,30.792772,-81.68874,4980
039-0105,30.805238,-81.691254,6550
039-0107,30.823702,-81.694962,3700
039-0109,30.89892,-81.709713,3130
039-0112,30.949145,-81.71986,2690
039-0114,30.955214,-81.72105,2880
039-0116,30.960266,-81.721978,4650
039-0118,30.969436,-81.723851,3510
039-0121,30.980753,-81.727491,2470
039-0123,30.995486,-81.73049,2030
039-0125,31.084455,-81.72641,2220
039-0127,31.107166,-81.663895,2060
039-0129,31.108197,-81.62276,2770
039-0132,30.838734,-81.89781,3720
039-0134,30.808925,-81.805293,3680
039-0136,30.806896,-81.73181,3610
039-0138,30.799368,-81.694439,8640
039-0141,30.800724,-81.685477,10200
039-0143,30.792572,-81.665078,17500
039-0147,30.764065,-81.609737,13700
039-0148,30.756872,-81.595117,18200
039-0149,30.746769,-81.563664,14000
039-0152,30.733629,-81.545533,3950
039-0153,30.725102,-81.547445,2500
039-0154,30.839923,-81.882015,650
039-0158,30.92934,-81.773581,550
039-0161,30.944127,-81.740079,750
039-0163,30.967581,-81.724949,1340
039-0167,30.960279,-81.719896,3880
039-0169,30.955073,-81.701596,3010
039-0172,30.976714,-81.851337,230
039-0174,31.003647,-81.813159,760
039-0176,31.021694,-81.796276,380
039-0178,30.994859,-81.772425,920
039-0181,31.0945,-81.8128,140
039-0182,30.723855,-81.558413,990
039-0185,31.069035,-81.883321,260
039-0187,31.106561,-81.77328,870
039-0189,31.102175,-81.612908,750
039-0192,31.098805,-81.590822,1840
039-0194,30.844124,-81.689235,1350
039-0196,30.853495,-81.632571,3360
039-0198,30.884207,-81.566808,230
039-0200,30.8435,-81.675946,760
039-0202,30.763137,-81.576346,9680
039-0204,30.779878,-81.576431,8630
039-0206,30.812849,-81.572013,2940
039-0207,30.78826,-81.599226,10900
039-0208,30.791026,-81.587722,10200
039-0209,30.811587,-81.626572,11200
039-0210,30.737107,-81.5561,3940
039-0212,30.800799,-81.726462,790
039-0214,30.780499,-81.687879,1840
039-0216,30.759644,-81.626022,14100
039-0220,30.7756,-81.6555,55800
039-0221,30.8083,-81.6625,56500
039-0222,30.8363,-81.6688,58800
039-0224,30.8954,-81.6857,54500
039-0230,31.1102,-81.5924,50800
039-0242,30.821235,-81.720701,1410
039-0244,30.825747,-81.683232,4110
039-0245,30.826884,-81.674887,4110
039-0246,30.824002,-81.653622,8770
039-0256,30.77542,-81.58986,8310
039-7048,30.959777,-81.740856,80
039-7053,30.751736,-81.552016,3480
039-7056,30.763741,-81.659406,3900
039-8007,30.777487,-81.711787,1410
039-8011,30.759921,-81.577769,50
039-8021,30.721641,-81.547479,130
039-8025,30.738398,-81.555212,100
039-8027,30.722677,-81.558345,70
039-8031,30.80466,-81.681238,300
039-8033,30.767395,-81.547493,150
039-8037,30.810376,-81.583349,180
039-8045,31.052883,-81.769006,150
039-8048,30.976805,-81.804651,30
039-8050,31.028337,-81.731328,60
039-8052,30.846379,-81.807711,60
039-8053,30.79594,-81.797488,60
039-8054,30.778768,-81.706935,1700
039-8055,30.847723,-81.634795,780
039-8058,30.967397,-81.714493,370
039-8059,30.844797,-81.561531,500
039-8060,30.921361,-81.739253,360
039-8061,31.073033,-81.686887,280
039-8063,31.058658,-81.590133,110
039-8064,30.740684,-81.562384,590
039-8065,30.780038,-81.58287,2090
039-8067,30.769046,-81.583704,2400
039-8068,30.776955,-81.579387,1680
039-8069,30.789828,-81.694671,1620
039-8070,30.760272,-81.529614,2200
039-r003,30.75481,-81.650996,8570
039-r006,30.763137,-81.652757,2330
039-r009,30.792006,-81.658325,4220
039-r010,30.794287,-81.659098,5190
039-r013,30.821628,-81.665458,960
039-r014,30.829113,-81.667027,1950
039-r015,30.844173,-81.670655,2980
039-r016,30.849613,-81.673203,810
039-r023,30.941863,-81.686033,1460
039-r024,30.949027,-81.685247,490
039-r029,31.098499,-81.599688,360
039-r030,31.103348,-81.595698,1070
039-r041,30.762287,-81.602819,2870
039-r042,30.762377,-81.60256,910
039-r043,30.762999,-81.6053,2800
039-r044,30.763446,-81.604445,960
039-r604,30.755542,-81.65187,4270
039-r605,30.762385,-81.653346,2960
039-r606,30.760594,-81.653408,2610
039-r609,30.794449,-81.660467,4570
039-r610,30.79288,-81.661013,4590
039-r613,30.828834,-81.667784,2330
039-r614,30.822076,-81.66622,880
039-r615,30.849644,-81.674067,830
039-r616,30.842836,-81.670841,2890
039-r623,30.947375,-81.687849,650
039-r624,30.942947,-81.68687,1430
039-r629,31.105589,-81.595957,930
039-r630,31.099128,-81.600099,260
043-0101,32.325212,-82.111401,3470
043-0103,32.359832,-82.085573,4320
043-0105,32.387524,-82.061107,7830
043-0107,32.397398,-82.063003,6480
043-0109,32.408306,-82.067245,3870
043-0112,32.419449,-82.080276,2620
043-0114,32.47948,-82.125915,1810
043-0116,32.38068,-82.192385,660
043-0118,32.384267,-82.126278,1540
043-0121,32.397992,-82.073617,1710
043-0123,32.396362,-82.047785,6580
043-0125,32.394853,-82.026496,5550
043-0127,32.388217,-81.978283,4630
043-0132,32.383899,-81.953092,3290
043-0134,32.340198,-82.156034,1500
043-0138,32.366755,-82.163713,1950
043-0141,32.393504,-82.17973,1650
043-0143,32.409178,-82.059721,3160
043-0145,32.45204,-82.072479,1440
043-0147,32.510897,-82.04489,1130
043-0149,32.298164,-82.044052,1080
043-0152,32.33117,-82.063644,1500
043-0154,32.368124,-82.050856,2890
043-0156,32.389481,-82.059589,3920
043-0158,32.378,-82.1979,20600
043-0161,32.375,-82.1164,21400
043-0165,32.3351,-81.9473,22800
043-0169,32.37196,-82.12786,330
043-0172,32.425832,-82.16151,840
043-0174,32.412493,-82.116057,1030
043-0176,32.4005,-82.0752,1540
043-0178,32.467939,-82.0921,480
043-0181,32.524862,-82.092806,140
043-0183,32.495877,-82.10309,690
043-0185,32.487562,-82.076571,770
043-0187,32.473069,-82.029326,810
043-0189,32.432448,-81.968459,540
043-0192,32.403741,-81.953831,330
043-0196,32.405557,-82.049147,1780
043-0201,32.460097,-82.00449,850
043-0203,32.419689,-82.039373,1070
043-0205,32.342652,-81.982242,280
043-0207,32.377584,-81.991168,420
043-0209,32.418859,-82.038122,470
043-0212,32.3085,-81.9664,210
043-0214,32.364769,-81.952408,700
043-0216,32.363252,-82.23364,1190
043-8013,32.344131,-82.154076,100
043-8018,32.403083,-82.112427,180
043-8019,32.376053,-82.070915,190
043-8020,32.348272,-82.044705,950
043-8022,32.3132,-81.9584,210
043-8023,32.400196,-82.010458,330
043-8024,32.373071,-82.016194,650
043-8027,32.3134,-82.0658,440
043-r201,32.374414,-82.169146,670
043-r202,32.373392,-82.163251,1040
043-r203,32.373665,-82.068933,1260
043-r204,32.373683,-82.065205,2220
043-r205,32.338874,-81.95561,510
043-r206,32.336635,-81.951227,510
043-r801,32.374371,-82.161346,1080
043-r802,32.375336,-82.169241,590
043-r803,32.374787,-82.063554,2850
043-r804,32.374968,-82.067937,2040
043-r805,32.337133,-81.949173,530
043-r806,32.339727,-81.953688,450
045-0001,33.445986,-85.126537,7790
045-0003,33.475431,-85.108938,13800
045-0004,33.5715,-85.0995,2660
045-0005,33.49599,-85.085552,11500
045-0007,33.510225,-85.079012,17200
045-0009,33.537147,-85.074068,17300
045-0012,33.551809,-85.073299,26600
045-0014,33.557101,-85.073014,32300
045-0016,33.57134,-85.078499,24600
045-0018,33.576649,-85.078889,24900
045-0021,33.579636,-85.078652,27100
045-0023,33.582235,-85.078378,24800
045-0025,33.592692,-85.07931,25500
045-0029,33.595596,-85.079324,27200
045-0032,33.610154,-85.086187,13300
045-0036,33.681687,-85.150946,21800
045-0038,33.64251,-85.129543,18100
045-0041,33.681654,-85.150945,19900
045-0042,33.6891,-85.1513,14200
045-0043,33.693335,-85.146912,9130
045-0047,33.468066,-85.297645,3750
045-0052,33.471824,-85.293386,3810
045-0056,33.473847,-85.279103,1460
045-0058,33.469384,-85.215862,1960
045-0061,33.463466,-85.173443,3050
045-0067,33.457007,-85.086241,1810
045-0072,33.461122,-85.000191,3020
045-0074,33.467979,-84.933094,2380
045-0078,33.509749,-84.8873,3740
045-0081,33.551954,-84.844738,2730
045-0085,33.731829,-85.042546,8730
045-0089,33.731229,-85.032971,6990
045-0092,33.730946,-85.025166,7810
045-0094,33.73688,-85.001605,5960
045-0098,33.731813,-84.948704,16200
045-0101,33.731762,-84.929709,14800
045-0105,33.732806,-84.921754,13300
045-0107,33.729257,-84.914937,11100
045-0109,33.64503,-85.211772,1370
045-0112,33.617213,-85.173541,2140
045-0114,33.599695,-85.139023,3550
045-0118,33.588515,-85.104919,4580
045-0121,33.585575,-85.094075,8790
045-0123,33.582648,-85.089603,9450
045-0127,33.58052,-85.082711,10300
045-0129,33.557788,-85.065295,27100
045-0132,33.564876,-85.044243,13600
045-0134,33.531443,-85.007547,11200
045-0138,33.5149,-84.933186,10700
045-0143,33.485251,-84.906196,11000
045-0145,33.640246,-84.975179,22800
045-0149,33.68642,-84.944213,27400
045-0152,33.715429,-84.937579,31200
045-0156,33.7199,-84.938749,32800
045-0158,33.72616,-84.93972,31900
045-0159,33.740604,-84.937147,16500
045-0161,33.734695,-84.921899,11600
045-0165,33.740849,-84.920794,8620
045-0167,33.749147,-84.909195,15300
045-0169,33.752997,-84.903827,11800
045-0172,33.45059,-85.292673,1540
045-0176,33.499808,-85.273666,2840
045-0178,33.511339,-85.265323,4110
045-0181,33.52734,-85.255068,4180
045-0183,33.534954,-85.253276,11700
045-0185,33.544251,-85.252925,3130
045-0189,33.568092,-85.250741,4040
045-0192,33.596177,-85.255174,2970
045-0194,33.646055,-85.273715,3500
045-0198,33.737911,-84.924054,3670
045-0201,33.745389,-84.928973,6540
045-0203,33.772957,-84.961132,9390
045-0207,33.611505,-85.080912,9470
045-0209,33.621997,-85.072787,9530
045-0212,33.660244,-85.044302,7350
045-0216,33.69072,-85.018929,11200
045-0218,33.719194,-85.028259,19500
045-0219,33.733089,-85.029545,7530
045-0221,33.736131,-85.029986,2720
045-0222,33.736938,-85.031134,2270
045-0223,33.736772,-85.03153,3640
045-0227,33.741435,-85.034522,4400
045-0229,33.756758,-85.040511,4000
045-0232,33.812055,-85.04741,1800
045-0234,33.544487,-85.289051,4590
045-0238,33.540916,-85.271651,4410
045-0241,33.537489,-85.258909,8960
045-0243,33.541069,-85.247881,10200
045-0247,33.562752,-85.200609,8310
045-0249,33.56123,-85.148983,9840
045-0252,33.561638,-85.113167,19100
045-0256,33.557352,-85.080744,19500
045-0258,33.567673,-85.050552,31900
045-0261,33.598129,-85.032862,34400
045-0265,33.610412,-85.00941,32900
045-0267,33.617442,-84.950552,7000
045-0272,33.734019,-85.026323,1980
045-0274,33.733047,-85.034901,2170
045-0276,33.6863,-85.1655,40400
045-0278,33.6943,-85.0871,40900
045-0283,33.7167,-84.9829,49600
045-0284,33.7224,-84.9249,67900
045-0285,33.428009,-85.197451,900
045-0289,33.46477,-85.200584,730
045-0294,33.471741,-85.201593,1200
045-0296,33.514122,-85.234461,1440
045-0298,33.531,-85.2532,3360
045-0301,33.435117,-85.23034,600
045-0305,33.445691,-85.225123,380
045-0307,33.477527,-85.189619,750
045-0309,33.550622,-85.127293,4570
045-0312,33.437911,-85.215556,580
045-0314,33.44033,-85.161318,1130
045-0316,33.514063,-85.123081,610
045-0318,33.532656,-85.188464,9330
045-0325,33.589896,-85.194973,1430
045-0329,33.645105,-85.162613,2990
045-0332,33.619796,-85.325711,380
045-0334,33.600008,-85.284112,440
045-0338,33.586232,-85.231881,1220
045-0341,33.585026,-85.194418,2390
045-0343,33.584769,-85.157222,2040
045-0345,33.582555,-85.119455,2130
045-0347,33.57853,-85.08991,5290
045-0349,33.5778,-85.0797,11500
045-0350,33.5794,-85.0774,6700
045-0352,33.665457,-85.199389,1350
045-0354,33.702685,-85.071378,1170
045-0358,33.681225,-85.054834,360
045-0361,33.726328,-85.038193,2000
045-0365,33.58518,-85.072058,620
045-0367,33.581571,-85.069865,4240
045-0369,33.58643,-85.067157,4500
045-0376,33.600433,-85.06522,3940
045-0378,33.61184,-85.050331,5890
045-0381,33.627893,-85.036784,3110
045-0383,33.65892,-85.015622,1600
045-0384,33.707136,-84.982697,370
045-0385,33.703516,-84.966637,2000
045-0392,33.669207,-84.928676,1530
045-0394,33.637364,-84.961472,4300
045-0396,33.627774,-84.942695,3020
045-0398,33.578602,-85.064629,5360
045-0399,33.576403,-85.058982,10500
045-0400,33.576141,-85.055162,5190
045-0401,33.560908,-85.004695,1740
045-0407,33.510412,-85.030421,570
045-0412,33.469082,-85.046571,2210
045-0414,33.486945,-85.056156,1810
045-0416,33.68168,-85.011869,1810
045-0418,33.525345,-85.211812,550
045-0419,33.519737,-85.216483,310
045-0421,33.537604,-85.237554,650
045-0423,33.574028,-85.176337,820
045-0425,33.583534,-85.221674,550
045-0427,33.438574,-85.117592,400
045-0429,33.535264,-84.897884,720
045-0432,33.588212,-84.920203,1490
045-0441,33.718505,-84.934396,9630
045-0443,33.72715,-84.924178,7620
045-0445,33.731744,-84.919031,6990
045-0447,33.730891,-84.925803,1360
045-0454,33.744376,-84.921348,4190
045-0456,33.594156,-85.100001,11300
045-0458,33.61006,-85.102968,9720
045-0461,33.618197,-85.080166,13300
045-0463,33.6099,-85.062009,10000
045-0465,33.575471,-84.971917,110
045-0467,33.534806,-85.159629,610
045-0469,33.633653,-85.085473,1290
045-0472,33.682856,-85.087885,1070
045-0476,33.54647,-85.058563,4590
045-0477,33.5552,-85.0249,2730
045-0478,33.568618,-85.016911,3770
045-0481,33.600734,-85.003456,4130
045-0483,33.563485,-85.093293,8140
045-0485,33.569884,-85.090111,6570
045-0489,33.566016,-85.105817,12400
045-0492,33.5713,-85.0959,13000
045-0494,33.573,-85.0881,14100
045-0498,33.575069,-85.081859,9250
045-0501,33.575425,-85.083225,9860
045-0503,33.580334,-85.077884,8690
045-0507,33.580367,-85.078303,13300
045-0509,33.579951,-85.073736,14300
045-0512,33.580198,-85.069572,18000
045-0514,33.586365,-85.059118,19700
045-0518,33.591374,-85.047219,20100
045-0521,33.57508,-85.076487,7930
045-0523,33.576287,-85.075618,5010
045-0527,33.578527,-85.075305,3950
045-0538,33.583868,-85.098851,8120
045-0541,33.58368,-85.098765,8980
045-0543,33.576979,-85.08817,2920
045-0545,33.581731,-85.076926,1350
045-0547,33.60067,-85.095792,2130
045-0549,33.594785,-85.088097,3210
045-0552,33.5911,-85.0842,3810
045-0554,33.591337,-85.077487,1540
045-0563,33.591355,-85.063526,2350
045-0565,33.591326,-85.05437,1550
045-0567,33.583194,-85.054204,4130
045-0572,33.579556,-85.051756,4660
045-0573,33.588163,-85.047833,2260
045-0574,33.583648,-85.049955,30
045-0576,33.573642,-85.053236,7030
045-0583,33.566829,-85.06918,3770
045-0585,33.572612,-85.067388,930
045-0587,33.568431,-85.07254,9270
045-0594,33.577713,-85.072203,7360
045-0596,33.575589,-85.071023,5770
045-0601,33.57587,-85.064285,5830
045-0603,33.582467,-85.074774,3860
045-0607,33.587369,-85.074521,4110
045-0609,33.59272,-85.076813,4420
045-0612,33.582951,-85.079559,730
045-0614,33.587801,-85.083511,1100
045-0616,33.507208,-85.098217,400
045-0618,33.619,-85.18,170
045-0620,33.588316,-85.121373,2260
045-0624,33.749254,-84.963631,4310
045-0626,33.610416,-85.031835,780
045-0628,33.59927,-85.116337,1860
045-0630,33.655689,-84.953527,3370
045-0632,33.58997,-85.071312,3040
045-0634,33.60131,-85.045302,15000
045-7055,33.640275,-84.97199,2400
045-7057,33.568227,-85.063922,2750
045-7058,33.563839,-85.059064,4140
045-8003,33.546643,-85.126486,770
045-8005,33.5265,-85.2487,720
045-8009,33.546856,-85.230948,360
045-8011,33.56471,-85.216059,210
045-8015,33.596814,-85.159924,290
045-8017,33.636974,-85.187348,410
045-8021,33.612975,-85.128192,340
045-8023,33.6497,-85.0822,260
045-8027,33.740037,-84.980751,1200
045-8033,33.638718,-84.990639,1010
045-8035,33.613573,-85.042767,90
045-8041,33.5136,-85.0021,130
045-8045,33.532796,-85.01284,140
045-8051,33.762653,-84.906481,30
045-8053,33.550734,-85.119127,220
045-8057,33.751767,-84.903934,20
045-8059,33.656589,-84.96371,150
045-8063,33.562331,-85.136117,130
045-8065,33.623098,-85.035936,290
045-8069,33.622527,-85.192192,50
045-8075,33.742831,-85.028804,410
045-8077,33.753312,-85.044719,590
045-8081,33.729947,-84.918825,1620
045-8083,33.726494,-84.943674,90
045-8087,33.593751,-85.064343,110
045-8089,33.569989,-85.087022,1750
045-8093,33.569326,-85.09583,100
045-8095,33.577487,-85.078243,850
045-8099,33.587308,-85.085934,190
045-8103,33.541471,-85.267054,180
045-8107,33.56332,-85.105292,430
045-8109,33.567794,-85.046128,1020
045-8113,33.547786,-85.101692,1270
045-8114,33.538931,-85.10461,290
045-8117,33.525915,-85.11582,130
045-8118,33.479521,-85.228081,140
045-8121,33.536156,-85.214875,230
045-8122,33.465464,-85.247187,10
045-8125,33.532592,-85.284771,30
045-8126,33.576717,-85.289603,790
045-8128,33.608688,-85.268728,520
045-8130,33.607788,-85.280348,20
045-8132,33.618811,-85.254543,420
045-8134,33.591478,-85.221154,110
045-8138,33.685911,-85.163214,690
045-8140,33.63677,-85.110263,600
045-8143,33.690433,-85.106197,290
045-8144,33.686526,-85.112803,80
045-8148,33.718323,-85.008287,1780
045-8149,33.737403,-85.008892,2460
045-8152,33.754513,-84.974424,1250
045-8153,33.659502,-84.983384,1380
045-8156,33.562841,-84.959368,470
045-8157,33.544659,-84.837119,60
045-8160,33.53514,-84.933079,380
045-8161,33.492713,-85.002955,160
045-8164,33.512498,-85.055174,360
045-8170,33.675126,-85.100119,210
045-8173,33.561965,-85.270285,490
045-8174,33.519565,-85.283616,320
045-8177,33.561953,-85.08266,6410
045-r101,33.57383,-85.078494,2620
045-r102,33.574276,-85.078373,250
045-r103,33.573989,-85.079641,390
045-r104,33.573878,-85.079477,3220
045-r201,33.684504,-85.15433,3380
045-r202,33.684207,-85.152777,2460
045-R204,33.684803,-85.149238,1380
045-r205,33.715532,-85.029387,1910
045-r206,33.716031,-85.024723,7280
045-r207,33.721308,-84.941744,2890
045-r208,33.721519,-84.936357,13600
045-r601,33.556794,-85.072483,7510
045-r602,33.558094,-85.071317,7740
045-r661,33.557098,-85.076419,4250
045-r662,33.558494,-85.073722,4150
045-r801,33.68581,-85.147519,3810
045-r802,33.68609,-85.153638,3360
045-r805,33.717448,-85.022645,7500
045-r806,33.717432,-85.029341,3670
045-r807,33.723294,-84.937085,13400
045-r808,33.722805,-84.942716,2810
047-0001,34.866852,-85.260046,16200
047-0005,34.944523,-85.258779,9160
047-0007,34.951995,-85.258967,11700
047-0009,34.957431,-85.258617,21000
047-0012,34.964945,-85.260926,20900
047-0014,34.941571,-85.261495,2530
047-0015,34.955666,-85.259951,26400
047-0016,34.954212,-85.253146,28300
047-0018,34.932666,-85.186259,17100
047-0021,34.9312,-85.180103,18700
047-0027,34.926385,-85.142993,9690
047-0029,34.919734,-85.127129,14400
047-0032,34.915664,-85.10923,4510
047-0034,34.908163,-85.100908,8500
047-0036,34.908802,-85.081824,7450
047-0038,34.905714,-85.069578,6020
047-0041,34.897245,-85.038806,2680
047-0043,34.871542,-85.059839,6370
047-0045,34.889993,-85.073445,11300
047-0047,34.90036,-85.075675,8330
047-0049,34.948178,-85.145607,5750
047-0052,34.962218,-85.170863,6360
047-0056,34.974967,-85.18678,11700
047-0058,34.98336,-85.18735,10100
047-0061,34.95696,-85.239161,17500
047-0065,34.957292,-85.210306,16800
047-0067,34.96109,-85.195214,19000
047-0069,34.972394,-85.190995,4960
047-0072,34.915955,-85.10614,2890
047-0074,34.780838,-85.148883,4570
047-0076,34.843059,-85.140725,7430
047-0078,34.883416,-85.137475,11300
047-0079,34.894366,-85.125873,1060
047-0081,34.911389,-85.125771,21100
047-0083,34.91588,-85.123745,11400
047-0085,34.917088,-85.108955,4340
047-0086,34.921279,-85.1043,2810
047-0087,34.937702,-85.10404,6240
047-0092,34.974221,-85.09951,4960
047-0094,34.967218,-85.233485,6310
047-0096,34.977096,-85.242625,7800
047-0098,34.979191,-85.252549,9740
047-0101,34.980168,-85.262214,5690
047-0103,34.8811,-85.0517,74100
047-0105,34.9056,-85.0975,78100
047-0107,34.9152,-85.1437,82200
047-0109,34.912194,-85.136197,83800
047-0118,34.823702,-85.174223,1160
047-0121,34.865711,-85.2289,5070
047-0123,34.883622,-85.219296,3030
047-0125,34.900995,-85.212605,5630
047-0127,34.935905,-85.20658,7550
047-0129,34.938278,-85.205361,8300
047-0132,34.881341,-85.19298,3940
047-0134,34.910173,-85.176448,5090
047-0136,34.9271,-85.172305,7450
047-0138,34.941731,-85.166799,4060
047-0141,34.863093,-85.157512,3570
047-0149,34.923273,-85.188087,3940
047-0152,34.918327,-85.145512,5520
047-0158,34.962802,-85.160604,3980
047-0161,34.98174,-85.146857,6380
047-0165,34.920086,-85.086137,1360
047-0167,34.923129,-85.036373,1500
047-0172,34.953053,-85.023959,1160
047-0176,34.871504,-85.082417,1100
047-0178,34.983055,-85.250684,1920
047-0181,34.982405,-85.244309,8250
047-0185,34.973053,-85.227291,2790
047-0194,34.9682,-85.217,6070
047-0196,34.975307,-85.214802,9060
047-0205,34.944374,-85.187619,3000
047-0207,34.954813,-85.184425,2790
047-0209,34.967998,-85.183305,1690
047-0216,34.975085,-85.256188,5610
047-0269,34.943897,-85.250805,960
047-0271,34.947503,-85.25057,1900
047-0273,34.906374,-85.228998,350
047-0275,34.930235,-85.192606,3290
047-0277,34.939331,-85.190919,2150
047-0279,34.899134,-85.200454,1400
047-0281,34.892902,-85.195544,1680
047-0283,34.896607,-85.156776,4630
047-0285,34.896474,-85.205315,1040
047-7060,34.924447,-85.190954,3150
047-7061,34.961567,-85.264614,730
047-7062,34.963358,-85.262021,1470
047-7063,34.906243,-85.120508,2000
047-7064,34.948387,-85.261132,2040
047-7065,34.947669,-85.263959,1280
047-8003,34.977811,-85.177665,970
047-8005,34.978562,-85.21712,2070
047-8009,34.981517,-85.240058,600
047-8011,34.970174,-85.260014,530
047-8015,34.89702,-85.160551,20
047-8017,34.850182,-85.165009,360
047-8021,34.958738,-85.145211,1280
047-8023,34.953997,-85.196094,320
047-8027,34.97052,-85.189099,240
047-8029,34.945559,-85.080983,1270
047-8033,34.974824,-85.166121,360
047-8035,34.953898,-85.19216,100
047-8041,34.913864,-85.111579,110
047-8043,34.946056,-85.253675,300
047-8047,34.94804,-85.240878,30
047-8049,34.953995,-85.226976,70
047-8050,34.929394,-85.177175,1870
047-8051,34.974031,-85.168753,3260
047-8052,34.97652,-85.238306,150
047-8053,34.874768,-85.247748,2630
047-8054,34.886983,-85.233168,250
047-8055,34.852992,-85.188083,650
047-8056,34.797557,-85.157695,1540
047-8057,34.779533,-85.167994,840
047-8058,34.834656,-85.163284,210
047-8060,34.89073,-85.085446,160
047-8061,34.83613,-85.06965,230
047-8062,34.833904,-85.065641,920
047-8063,34.881954,-85.032958,560
047-8064,34.92056,-85.022937,60
047-8065,34.979941,-85.000787,630
047-8066,34.95859,-85.00163,220
047-8067,34.921053,-85.011931,450
047-8068,34.941836,-85.011298,170
047-8069,34.944573,-85.040414,40
047-8070,34.950709,-85.034528,110
047-8071,34.846311,-85.094822,260
047-8073,34.91483,-85.018528,80
047-8075,34.976519,-85.112919,890
047-8076,34.97038,-85.229776,680
047-8077,34.954842,-85.243243,7510
047-8078,34.951499,-85.244608,720
047-r001,34.892721,-85.073661,1790
047-R002,34.89399,-85.076544,4520
047-r003,34.910095,-85.124402,5380
047-r004,34.910938,-85.128589,7460
047-R005,34.925761,-85.150846,3570
047-r006,34.929372,-85.152396,5610
047-r007,34.966859,-85.189108,3060
047-r008,34.969712,-85.19223,9940
047-R601,34.892595,-85.075747,4500
047-R602,34.890992,-85.07296,2760
047-r603,34.910047,-85.128723,7940
047-r604,34.909445,-85.125324,5100
047-R605,34.930553,-85.153881,4710
047-R606,34.927363,-85.152714,4510
047-r607,34.968811,-85.192605,10700
047-r608,34.96627,-85.189771,3160
049-0101,30.802797,-81.991151,8590
049-0103,30.830009,-82.00568,5670
049-0104,30.834245,-82.006873,9140
049-0105,30.838843,-82.006724,5730
049-0106,30.840271,-81.994696,2400
049-0107,30.849574,-82.008631,10600
049-0109,30.866359,-82.011927,4130
049-0110,30.857243,-82.010522,8460
049-0111,30.873276,-82.020747,2940
049-0112,30.870965,-82.022031,1870
049-0116,30.895042,-82.054466,6390
049-0118,30.962829,-82.114021,5780
049-0121,31.004024,-82.12967,5390
049-0123,31.006802,-82.127159,2090
049-0125,30.363475,-82.135091,2930
049-0127,30.377575,-82.137499,1360
049-0129,30.480403,-82.046182,550
049-0132,30.501954,-82.036778,1060
049-0134,30.550733,-82.041199,1860
049-0136,30.664041,-82.060533,1260
049-0138,30.786487,-82.045355,2070
049-0141,30.805777,-82.0258,2680
049-0143,30.82033,-82.0126,4030
049-0144,30.832646,-82.010661,3420
049-0145,30.831105,-82.008543,2050
049-0147,30.881242,-82.014294,1660
049-0148,30.88077,-82.014425,970
049-0149,30.916419,-82.019696,1300
049-0152,31.003174,-82.026946,1440
049-0156,30.831915,-82.002168,3480
049-0158,30.836897,-81.98369,4000
049-0161,30.842097,-81.970497,3700
049-0163,30.517549,-82.115133,710
049-0167,30.522954,-82.032204,2030
049-0169,30.807277,-82.370823,80
